,Service_Area,Band,Company_Name,"Frequency, Quantum",Freq_slices
75,Haryana,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
76,Haryana,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
77,J&K,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
78,J&K,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
79,Karnataka,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
80,Karnataka,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
81,Karnataka,3300,Vodafone,"3320.0-3370.0,50.0",3320.0-3370.0
82,Kerala,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
83,Kerala,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
84,Kerala,3300,Vodafone,"3320.0-3370.0,50.0",3320.0-3370.0
85,Kolkata,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
86,Kolkata,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
87,Kolkata,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
88,MP,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
89,MP,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
90,MP,3300,Vodafone,"3320.0-3370.0,50.0",3320.0-3370.0
91,Maharashtra,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
92,Maharashtra,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
93,Maharashtra,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
94,Mumbai,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
95,Mumbai,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
96,Mumbai,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
97,NE,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
98,NE,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
99,Odisha,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
100,Odisha,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
101,Punjab,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
102,Punjab,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
103,Punjab,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
104,Rajasthan,3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
105,Rajasthan,3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
106,Rajasthan,3300,Vodafone,"3320.0-3370.0,50.0",3320.0-3370.0
107,TN,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
108,TN,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
109,TN,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
110,UP(East),3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
111,UP(East),3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
112,UP(East),3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
113,UP(West),3300,Bharti Airtel,"3370.0-3470.0,100.0",3370.0-3470.0
114,UP(West),3300,Reliance Jio,"3470.0-3600.0,130.0",3470.0-3600.0
115,UP(West),3300,Vodafone,"3320.0-3370.0,50.0",3320.0-3370.0
116,WB,3300,Bharti Airtel,"3400.0-3500.0,100.0",3400.0-3500.0
117,WB,3300,Reliance Jio,"3500.0-3600.0,100.0",3500.0-3600.0
118,WB,3300,Vodafone,"3350.0-3400.0,50.0",3350.0-3400.0
119,AP,26,Adani,"25650.0-25700.0,50.0",25650.0-25700.0
120,AP,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
121,AP,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
122,AP,26,Vodafone,"25450.0-25650.0,200.0",25450.0-25650.0
123,Assam,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
124,Assam,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
125,Bihar,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
126,Bihar,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
127,Delhi,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
128,Delhi,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
129,Delhi,26,Vodafone,"25500.0-25700.0,200.0",25500.0-25700.0
130,Gujarat,26,Adani,"25600.0-25700.0,100.0",25600.0-25700.0
131,Gujarat,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
132,Gujarat,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
133,Gujarat,26,Vodafone,"25150.0-25600.0,450.0",25150.0-25600.0
134,HP,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
135,HP,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
136,Haryana,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
137,Haryana,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
138,Haryana,26,Vodafone,"25300.0-25700.0,400.0",25300.0-25700.0
139,J&K,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
140,J&K,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
141,Karnataka,26,Adani,"25650.0-25700.0,50.0",25650.0-25700.0
142,Karnataka,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
143,Karnataka,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
144,Karnataka,26,Vodafone,"25450.0-25650.0,200.0",25450.0-25650.0
145,Kerala,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
146,Kerala,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
147,Kerala,26,Vodafone,"24900.0-25700.0,800.0",24900.0-25700.0
148,Kolkata,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
149,Kolkata,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
150,Kolkata,26,Vodafone,"25500.0-25700.0,200.0",25500.0-25700.0
151,MP,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
152,MP,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
153,MP,26,Vodafone,"25300.0-25700.0,400.0",25300.0-25700.0
154,Maharashtra,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
155,Maharashtra,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
156,Maharashtra,26,Vodafone,"25300.0-25700.0,400.0",25300.0-25700.0
157,Mumbai,26,Adani,"25600.0-25700.0,100.0",25600.0-25700.0
158,Mumbai,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
159,Mumbai,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
160,Mumbai,26,Vodafone,"25400.0-25600.0,200.0",25400.0-25600.0
161,NE,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
162,NE,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
163,Odisha,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
164,Odisha,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
165,Punjab,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
166,Punjab,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
167,Punjab,26,Vodafone,"25400.0-25700.0,300.0",25400.0-25700.0
168,Rajasthan,26,Adani,"25650.0-25700.0,50.0",25650.0-25700.0
169,Rajasthan,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
170,Rajasthan,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
171,Rajasthan,26,Vodafone,"25350.0-25650.0,300.0",25350.0-25650.0
172,TN,26,Adani,"25650.0-25700.0,50.0",25650.0-25700.0
173,TN,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
174,TN,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
175,TN,26,Vodafone,"25350.0-25650.0,300.0",25350.0-25650.0
176,UP(East),26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
177,UP(East),26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
178,UP(East),26,Vodafone,"25450.0-25700.0,250.0",25450.0-25700.0
179,UP(West),26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
180,UP(West),26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
181,UP(West),26,Vodafone,"25350.0-25700.0,350.0",25350.0-25700.0
182,WB,26,Bharti Airtel,"25700.0-26500.0,800.0",25700.0-26500.0
183,WB,26,Reliance Jio,"26500.0-27500.0,1000.0",26500.0-27500.0
184,WB,26,Vodafone,"25300.0-25700.0,400.0",25300.0-25700.0
