Service_Area,Band,Winning_Price,Company_Name,Uplink_Start,Uplink_Stop,"Downlink_Start","Downlink_Stop"
,,,,842.205,843.435,887.205,888.435
,,,,833.925,835.155,878.925,880.155
Uttar Pradesh (W),800,118.75,RCOM,835.155,836.385,880.155,881.385
West Bengal,800,71.25,RCOM,842.205,843.435,887.205,888.435
Andhra Pradesh,900,136.15,Bharti Airtel,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,,910.5,910.7,955.5,955.7
,,,,910.7,910.9,955.7,955.9
,,,,910.9,911.1,955.9,956.1
,,,,911.1,911.3,956.1,956.3
,,,,911.3,911.5,956.3,956.5
,,,,911.5,911.7,956.5,956.7
,,,,911.7,911.9,956.7,956.9
,,,,911.9,912.1,956.9,957.1
,,,Idea,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
Assam,900,36.99,Bharti Airtel,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
Bihar,900,88.86,Bharti Airtel,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
Gujarat,900,134.6,Vodafone,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,910.5,910.7,955.5,955.7
,,,,910.7,910.9,955.7,955.9
,,,,910.9,911.1,955.9,956.1
,,,,911.1,911.3,956.1,956.3
,,,,911.3,911.5,956.3,956.5
,,,Idea,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
Haryana,900,30.24,Vodafone,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,Idea,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
Himachal Pradesh,900,11.49,Bharti Airtel,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,RCOM,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
Karnataka,900,111.5,Bharti Airtel,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,,910.5,910.7,955.5,955.7
,,,,910.7,910.9,955.7,955.9
,,,,910.9,911.1,955.9,956.1
,,,,911.1,911.3,956.1,956.3
,,,,911.3,911.5,956.3,956.5
,,,,911.5,911.7,956.5,956.7
,,,,911.7,911.9,956.7,956.9
,,,Idea,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
Kerala,900,73.88,Vodafone,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,Idea,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
Madhya Pradesh,900,61.9,Idea,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,RCOM,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
Maharashtra,900,154.6,Vodafone,890.1,890.3,935.1,935.3
,,,,890.3,890.5,935.3,935.5
,,,,890.5,890.7,935.5,935.7
,,,,890.7,890.9,935.7,935.9
,,,,890.9,891.1,935.9,936.1
,,,,891.1,891.3,936.1,936.3
,,,,891.3,891.5,936.3,936.5
,,,,891.5,891.7,936.5,936.7
,,,,891.7,891.9,936.7,936.9
,,,,891.9,892.1,936.9,937.1
,,,,892.1,892.3,937.1,937.3
,,,,892.3,892.5,937.3,937.5
,,,,892.5,892.7,937.5,937.7
,,,,892.7,892.9,937.7,937.9
,,,,892.9,893.1,937.9,938.1
,,,,893.1,893.3,938.1,938.3
,,,,893.3,893.5,938.3,938.5
,,,,893.5,893.7,938.5,938.7
,,,,893.7,893.9,938.7,938.9
,,,,893.9,894.1,938.9,939.1
,,,,894.1,894.3,939.1,939.3
,,,,894.3,894.5,939.3,939.5
,,,,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
,,,Idea,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,,910.5,910.7,955.5,955.7
,,,,910.7,910.9,955.7,955.9
,,,,910.9,911.1,955.9,956.1
,,,,911.1,911.3,956.1,956.3
,,,,911.3,911.5,956.3,956.5
,,,,911.5,911.7,956.5,956.7
,,,,911.7,911.9,956.7,956.9
,,,,911.9,912.1,956.9,957.1
North East,900,10.38,Bharti Airtel,894.5,894.7,939.5,939.7
,,,,894.7,894.9,939.7,939.9
,,,,894.9,895.1,939.9,940.1
,,,,895.1,895.3,940.1,940.3
,,,,895.3,895.5,940.3,940.5
,,,,895.5,895.7,940.5,940.7
,,,,895.7,895.9,940.7,940.9
,,,,895.9,896.1,940.9,941.1
,,,,896.1,896.3,941.1,941.3
,,,,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
,,,,897.1,897.3,942.1,942.3
,,,,897.3,897.5,942.3,942.5
,,,,897.5,897.7,942.5,942.7
,,,,897.7,897.9,942.7,942.9
,,,,897.9,898.1,942.9,943.1
,,,,898.1,898.3,943.1,943.3
,,,,898.3,898.5,943.3,943.5
,,,,898.5,898.7,943.5,943.7
,,,,898.7,898.9,943.7,943.9
,,,,898.9,899.1,943.9,944.1
,,,,899.1,899.3,944.1,944.3
,,,,899.3,899.5,944.3,944.5
,,,,899.5,899.7,944.5,944.7
,,,,899.7,899.9,944.7,944.9
,,,,899.9,900.1,944.9,945.1
,,,,900.1,900.3,945.1,945.3
,,,,900.3,900.5,945.3,945.5
,,,,900.5,900.7,945.5,945.7
,,,,900.7,900.9,945.7,945.9
,,,,900.9,901.1,945.9,946.1
,,,,901.1,901.3,946.1,946.3
,,,,901.3,901.5,946.3,946.5
,,,,901.5,901.7,946.5,946.7
,,,,901.7,901.9,946.7,946.9
,,,,901.9,902.1,946.9,947.1
,,,,902.1,902.3,947.1,947.3
,,,,902.3,902.5,947.3,947.5
,,,,907.7,907.9,952.7,952.9
,,,,907.9,908.1,952.9,953.1
,,,,908.1,908.3,953.1,953.3
,,,,908.3,908.5,953.3,953.5
Odisha,900,27.8,Vodafone,896.3,896.5,941.3,941.5
,,,,896.5,896.7,941.5,941.7
,,,,896.7,896.9,941.7,941.9
,,,,896.9,897.1,941.9,942.1
