Service_Area,Band,Winning_Price,Company_Name,Uplink_Start,Uplink_Stop,"Downlink_Start","Downlink_Stop"
Assam,900,11.2,Bharti Airtel,904.7,904.9,949.7,949.9
Assam,900,11.2,Bharti Airtel,904.5,904.7,949.5,949.7
Assam,900,11.2,Bharti Airtel,904.3,904.5,949.3,949.5
Assam,900,11.2,Bharti Airtel,904.1,904.3,949.1,949.3
Assam,900,11.2,Bharti Airtel,903.9,904.1,948.9,949.1
Assam,900,11.2,Bharti Airtel,903.7,903.9,948.7,948.9
Assam,900,11.2,Bharti Airtel,903.5,903.7,948.5,948.7
Assam,900,11.2,Bharti Airtel,903.3,903.5,948.3,948.5
Assam,900,11.2,Bharti Airtel,903.1,903.3,948.1,948.3
J&K,900,3.2,Bharti Airtel,906.7,906.9,951.7,951.9
J&K,900,3.2,Bharti Airtel,906.5,906.7,951.5,951.7
J&K,900,3.2,Bharti Airtel,906.3,906.5,951.3,951.5
J&K,900,3.2,Bharti Airtel,906.1,906.3,951.1,951.3
J&K,900,3.2,Bharti Airtel,905.9,906.1,950.9,951.1
J&K,900,3.2,Bharti Airtel,905.7,905.9,950.7,950.9
J&K,900,3.2,Bharti Airtel,905.5,905.7,950.5,950.7
J&K,900,3.2,Bharti Airtel,905.3,905.5,950.3,950.5
J&K,900,3.2,Bharti Airtel,905.1,905.3,950.1,950.3
J&K,900,3.2,Bharti Airtel,904.9,905.1,949.9,950.1
J&K,900,3.2,Bharti Airtel,904.7,904.9,949.7,949.9
J&K,900,3.2,Bharti Airtel,904.5,904.7,949.5,949.7
J&K,900,3.2,Bharti Airtel,904.3,904.5,949.3,949.5
J&K,900,3.2,Bharti Airtel,904.1,904.3,949.1,949.3
J&K,900,3.2,Bharti Airtel,903.9,904.1,948.9,949.1
J&K,900,3.2,Bharti Airtel,903.7,903.9,948.7,948.9
J&K,900,3.2,Bharti Airtel,903.5,903.7,948.5,948.7
J&K,900,3.2,Bharti Airtel,903.3,903.5,948.3,948.5
J&K,900,3.2,Bharti Airtel,903.1,903.3,948.1,948.3
J&K,900,3.2,Bharti Airtel,902.9,903.1,947.9,948.1
J&K,900,3.2,Bharti Airtel,902.7,902.9,947.7,947.9
J&K,900,3.2,Bharti Airtel,902.5,902.7,947.5,947.7
J&K,900,3.2,Bharti Airtel,902.3,902.5,947.3,947.5
J&K,900,3.2,Bharti Airtel,902.1,902.3,947.1,947.3
J&K,900,3.2,Bharti Airtel,901.9,902.1,946.9,947.1
NE,900,2.8,Bharti Airtel,914.7,914.9,959.7,959.9
NE,900,2.8,Bharti Airtel,914.5,914.7,959.5,959.7
NE,900,2.8,Bharti Airtel,914.3,914.5,959.3,959.5
NE,900,2.8,Bharti Airtel,914.1,914.3,959.1,959.3
NE,900,2.8,Bharti Airtel,913.9,914.1,958.9,959.1
NE,900,2.8,Bharti Airtel,913.7,913.9,958.7,958.9
NE,900,2.8,Bharti Airtel,913.5,913.7,958.5,958.7
NE,900,2.8,Bharti Airtel,906.9,907.1,951.9,952.1
NE,900,2.8,Bharti Airtel,906.7,906.9,951.7,951.9
NE,900,2.8,Bharti Airtel,906.5,906.7,951.5,951.7
NE,900,2.8,Bharti Airtel,906.3,906.5,951.3,951.5
NE,900,2.8,Bharti Airtel,906.1,906.3,951.1,951.3
NE,900,2.8,Bharti Airtel,905.9,906.1,950.9,951.1
NE,900,2.8,Bharti Airtel,905.7,905.9,950.7,950.9
NE,900,2.8,Bharti Airtel,905.5,905.7,950.5,950.7
NE,900,2.8,Bharti Airtel,905.3,905.5,950.3,950.5
NE,900,2.8,Bharti Airtel,905.1,905.3,950.1,950.3
NE,900,2.8,Bharti Airtel,904.9,905.1,949.9,950.1
NE,900,2.8,Bharti Airtel,904.7,904.9,949.7,949.9
NE,900,2.8,Bharti Airtel,904.5,904.7,949.5,949.7
AP,1800,34.4,Vodafone,1748.1,1748.3,1843.1,1843.3
AP,1800,34.4,Vodafone,1748.3,1748.5,1843.3,1843.5
AP,1800,34.4,Vodafone,1748.5,1748.7,1843.5,1843.7
AP,1800,34.4,Vodafone,1748.7,1748.9,1843.7,1843.9
AP,1800,34.4,Vodafone,1748.9,1749.1,1843.9,1844.1
AP,1800,34.4,Vodafone,1749.1,1749.3,1844.1,1844.3
AP,1800,34.4,Vodafone,1749.3,1749.5,1844.3,1844.5
AP,1800,34.4,Vodafone,1749.5,1749.7,1844.5,1844.7
AP,1800,34.4,Vodafone,1749.7,1749.9,1844.7,1844.9
AP,1800,34.4,Vodafone,1749.9,1750.1,1844.9,1845.1
AP,1800,34.4,Vodafone,1750.1,1750.3,1845.1,1845.3
AP,1800,34.4,Vodafone,1750.3,1750.5,1845.3,1845.5
AP,1800,34.4,Vodafone,1750.5,1750.7,1845.5,1845.7
AP,1800,34.4,Vodafone,1750.7,1750.9,1845.7,1845.9
AP,1800,34.4,Vodafone,1750.9,1751.1,1845.9,1846.1
AP,1800,34.4,Vodafone,1751.1,1751.3,1846.1,1846.3
AP,1800,34.4,Vodafone,1751.3,1751.5,1846.3,1846.5
Gujarat,1800,30,Reliance Jio,1750.9,1751.1,1845.9,1846.1
Gujarat,1800,30,Reliance Jio,1751.1,1751.3,1846.1,1846.3
Gujarat,1800,30,Reliance Jio,1751.3,1751.5,1846.3,1846.5
Gujarat,1800,30,Reliance Jio,1751.5,1751.7,1846.5,1846.7
Gujarat,1800,30,Reliance Jio,1751.7,1751.9,1846.7,1846.9
Gujarat,1800,30,Reliance Jio,1751.9,1752.1,1846.9,1847.1
Gujarat,1800,30,Reliance Jio,1752.1,1752.3,1847.1,1847.3
Gujarat,1800,30,Reliance Jio,1752.3,1752.5,1847.3,1847.5
Gujarat,1800,30,Reliance Jio,1752.5,1752.7,1847.5,1847.7
Gujarat,1800,30,Reliance Jio,1752.7,1752.9,1847.7,1847.9
Gujarat,1800,30,Reliance Jio,1752.9,1753.1,1847.9,1848.1
Gujarat,1800,30,Reliance Jio,1753.1,1753.3,1848.1,1848.3
Gujarat,1800,30,Reliance Jio,1753.3,1753.5,1848.3,1848.5
Gujarat,1800,30,Reliance Jio,1753.5,1753.7,1848.5,1848.7
Gujarat,1800,30,Reliance Jio,1753.7,1753.9,1848.7,1848.9
Gujarat,1800,30,Reliance Jio,1753.9,1754.1,1848.9,1849.1
Gujarat,1800,30,Reliance Jio,1754.1,1754.3,1849.1,1849.3
Gujarat,1800,30,Reliance Jio,1754.3,1754.5,1849.3,1849.5
Gujarat,1800,30,Reliance Jio,1754.5,1754.7,1849.5,1849.7
Gujarat,1800,30,Reliance Jio,1754.7,1754.9,1849.7,1849.9
Gujarat,1800,30,Reliance Jio,1754.9,1755.1,1849.9,1850.1
Gujarat,1800,30,Reliance Jio,1755.1,1755.3,1850.1,1850.3
Gujarat,1800,30,Reliance Jio,1755.3,1755.5,1850.3,1850.5
Gujarat,1800,30,Reliance Jio,1755.5,1755.7,1850.5,1850.7
Gujarat,1800,30,Reliance Jio,1755.7,1755.9,1850.7,1850.9
Gujarat,1800,30,Reliance Jio,1755.9,1756.1,1850.9,1851.1
Gujarat,1800,30,Reliance Jio,1756.1,1756.3,1851.1,1851.3
Gujarat,1800,30,Reliance Jio,1756.3,1756.5,1851.3,1851.5
Gujarat,1800,30,Reliance Jio,1756.5,1756.7,1851.5,1851.7
Gujarat,1800,30,Reliance Jio,1756.7,1756.9,1851.7,1851.9
Gujarat,1800,30,Reliance Jio,1756.9,1757.1,1851.9,1852.1
Gujarat,1800,30,Reliance Jio,1757.1,1757.3,1852.1,1852.3
Gujarat,1800,30,Reliance Jio,1757.3,1757.5,1852.3,1852.5
Gujarat,1800,30,Reliance Jio,1757.5,1757.7,1852.5,1852.7
Gujarat,1800,30,Reliance Jio,1757.7,1757.9,1852.7,1852.9
Gujarat,1800,30,Reliance Jio,1757.9,1758.1,1852.9,1853.1
Gujarat,1800,30,Reliance Jio,1758.1,1758.3,1853.1,1853.3
Gujarat,1800,30,Reliance Jio,1758.3,1758.5,1853.3,1853.5
Gujarat,1800,30,Reliance Jio,1758.5,1758.7,1853.5,1853.7
Gujarat,1800,30,Reliance Jio,1758.7,1758.9,1853.7,1853.9
Gujarat,1800,30,Reliance Jio,1758.9,1759.1,1853.9,1854.1
Gujarat,1800,30,Reliance Jio,1759.1,1759.3,1854.1,1854.3
Gujarat,1800,30,Reliance Jio,1759.3,1759.5,1854.3,1854.5
Gujarat,1800,30,Reliance Jio,1759.5,1759.7,1854.5,1854.7
Gujarat,1800,30,Reliance Jio,1759.7,1759.9,1854.7,1854.9
Gujarat,1800,30,Reliance Jio,1759.9,1760.1,1854.9,1855.1
Gujarat,1800,30,Reliance Jio,1760.1,1760.3,1855.1,1855.3
Gujarat,1800,30,Reliance Jio,1760.3,1760.5,1855.3,1855.5
Gujarat,1800,30,Reliance Jio,1760.5,1760.7,1855.5,1855.7
Gujarat,1800,30,Reliance Jio,1760.7,1760.9,1855.7,1855.9
HP,1800,2.8,Bharti Airtel,1746.7,1746.9,1841.7,1841.9
HP,1800,2.8,Bharti Airtel,1746.9,1747.1,1841.9,1842.1
HP,1800,2.8,Bharti Airtel,1747.1,1747.3,1842.1,1842.3
HP,1800,2.8,Bharti Airtel,1747.3,1747.5,1842.3,1842.5
HP,1800,2.8,Bharti Airtel,1747.5,1747.7,1842.5,1842.7
HP,1800,2.8,Bharti Airtel,1747.7,1747.9,1842.7,1842.9
HP,1800,2.8,Bharti Airtel,1747.9,1748.1,1842.9,1843.1
HP,1800,2.8,Bharti Airtel,1748.1,1748.3,1843.1,1843.3
HP,1800,2.8,Bharti Airtel,1748.3,1748.5,1843.3,1843.5
HP,1800,2.8,Bharti Airtel,1748.5,1748.7,1843.5,1843.7
HP,1800,2.8,Bharti Airtel,1748.7,1748.9,1843.7,1843.9
HP,1800,2.8,Bharti Airtel,1748.9,1749.1,1843.9,1844.1
HP,1800,2.8,Bharti Airtel,1749.1,1749.3,1844.1,1844.3
HP,1800,2.8,Bharti Airtel,1749.3,1749.5,1844.3,1844.5
HP,1800,2.8,Bharti Airtel,1749.5,1749.7,1844.5,1844.7
HP,1800,2.8,Bharti Airtel,1749.7,1749.9,1844.7,1844.9
HP,1800,2.8,Bharti Airtel,1749.9,1750.1,1844.9,1845.1
HP,1800,2.8,Bharti Airtel,1750.1,1750.3,1845.1,1845.3
HP,1800,2.8,Bharti Airtel,1750.3,1750.5,1845.3,1845.5
HP,1800,2.8,Bharti Airtel,1750.5,1750.7,1845.5,1845.7
HP,1800,2.8,Bharti Airtel,1750.7,1750.9,1845.7,1845.9
HP,1800,2.8,Bharti Airtel,1750.9,1751.1,1845.9,1846.1
HP,1800,2.8,Bharti Airtel,1751.1,1751.3,1846.1,1846.3
HP,1800,2.8,Bharti Airtel,1751.3,1751.5,1846.3,1846.5
HP,1800,2.8,Bharti Airtel,1751.5,1751.7,1846.5,1846.7
Kolkata,1800,19.4,Bharti Airtel,1745.1,1745.3,1840.1,1840.3
Kolkata,1800,19.4,Bharti Airtel,1745.3,1745.5,1840.3,1840.5
Kolkata,1800,19.4,Bharti Airtel,1745.5,1745.7,1840.5,1840.7
Kolkata,1800,19.4,Bharti Airtel,1745.7,1745.9,1840.7,1840.9
Kolkata,1800,19.4,Bharti Airtel,1745.9,1746.1,1840.9,1841.1
Kolkata,1800,19.4,Bharti Airtel,1746.1,1746.3,1841.1,1841.3
Kolkata,1800,19.4,Bharti Airtel,1746.3,1746.5,1841.3,1841.5
Kolkata,1800,19.4,Bharti Airtel,1746.5,1746.7,1841.5,1841.7
Kolkata,1800,19.4,Bharti Airtel,1746.7,1746.9,1841.7,1841.9
Kolkata,1800,19.4,Bharti Airtel,1746.9,1747.1,1841.9,1842.1
Kolkata,1800,19.4,Bharti Airtel,1747.1,1747.3,1842.1,1842.3
Kolkata,1800,19.4,Bharti Airtel,1747.3,1747.5,1842.3,1842.5
Kolkata,1800,19.4,Bharti Airtel,1747.5,1747.7,1842.5,1842.7
Kolkata,1800,19.4,Bharti Airtel,1747.7,1747.9,1842.7,1842.9
Kolkata,1800,19.4,Bharti Airtel,1747.9,1748.1,1842.9,1843.1
Kolkata,1800,19.4,Bharti Airtel,1748.1,1748.3,1843.1,1843.3
Kolkata,1800,19.4,Bharti Airtel,1748.3,1748.5,1843.3,1843.5
Kolkata,1800,19.4,Bharti Airtel,1748.5,1748.7,1843.5,1843.7
Kolkata,1800,19.4,Bharti Airtel,1748.7,1748.9,1843.7,1843.9
Kolkata,1800,19.4,Bharti Airtel,1748.9,1749.1,1843.9,1844.1
Kolkata,1800,19.4,Bharti Airtel,1749.1,1749.3,1844.1,1844.3
Kolkata,1800,19.4,Bharti Airtel,1749.3,1749.5,1844.3,1844.5
Kolkata,1800,19.4,Bharti Airtel,1749.5,1749.7,1844.5,1844.7
Kolkata,1800,19.4,Bharti Airtel,1749.7,1749.9,1844.7,1844.9
Kolkata,1800,19.4,Bharti Airtel,1749.9,1750.1,1844.9,1845.1
MP,1800,17.6,Reliance Jio,1753.7,1753.9,1848.7,1848.9
MP,1800,17.6,Reliance Jio,1753.9,1754.1,1848.9,1849.1
MP,1800,17.6,Reliance Jio,1754.1,1754.3,1849.1,1849.3
MP,1800,17.6,Reliance Jio,1754.3,1754.5,1849.3,1849.5
MP,1800,17.6,Reliance Jio,1754.5,1754.7,1849.5,1849.7
MP,1800,17.6,Reliance Jio,1754.7,1754.9,1849.7,1849.9
MP,1800,17.6,Reliance Jio,1754.9,1755.1,1849.9,1850.1
MP,1800,17.6,Reliance Jio,1755.1,1755.3,1850.1,1850.3
MP,1800,17.6,Reliance Jio,1755.3,1755.5,1850.3,1850.5
MP,1800,17.6,Reliance Jio,1755.5,1755.7,1850.5,1850.7
MP,1800,17.6,Reliance Jio,1755.7,1755.9,1850.7,1850.9
MP,1800,17.6,Reliance Jio,1755.9,1756.1,1850.9,1851.1
MP,1800,17.6,Reliance Jio,1756.1,1756.3,1851.1,1851.3
MP,1800,17.6,Reliance Jio,1756.3,1756.5,1851.3,1851.5
MP,1800,17.6,Reliance Jio,1756.5,1756.7,1851.5,1851.7
MP,1800,17.6,Reliance Jio,1756.7,1756.9,1851.7,1851.9
MP,1800,17.6,Reliance Jio,1756.9,1757.1,1851.9,1852.1
MP,1800,17.6,Reliance Jio,1757.1,1757.3,1852.1,1852.3
MP,1800,17.6,Reliance Jio,1757.3,1757.5,1852.3,1852.5
MP,1800,17.6,Reliance Jio,1757.5,1757.7,1852.5,1852.7
MP,1800,17.6,Reliance Jio,1757.7,1757.9,1852.7,1852.9
MP,1800,17.6,Reliance Jio,1757.9,1758.1,1852.9,1853.1
MP,1800,17.6,Reliance Jio,1758.1,1758.3,1853.1,1853.3
MP,1800,17.6,Reliance Jio,1758.3,1758.5,1853.3,1853.5
MP,1800,17.6,Reliance Jio,1758.5,1758.7,1853.5,1853.7
MP,1800,17.6,Reliance Jio,1758.7,1758.9,1853.7,1853.9
MP,1800,17.6,Reliance Jio,1758.9,1759.1,1853.9,1854.1
MP,1800,17.6,Reliance Jio,1759.1,1759.3,1854.1,1854.3
MP,1800,17.6,Reliance Jio,1759.3,1759.5,1854.3,1854.5
MP,1800,17.6,Reliance Jio,1759.5,1759.7,1854.5,1854.7
MP,1800,17.6,Reliance Jio,1759.7,1759.9,1854.7,1854.9
MP,1800,17.6,Reliance Jio,1759.9,1760.1,1854.9,1855.1
MP,1800,17.6,Reliance Jio,1760.1,1760.3,1855.1,1855.3
MP,1800,17.6,Reliance Jio,1760.3,1760.5,1855.3,1855.5
MP,1800,17.6,Reliance Jio,1760.5,1760.7,1855.5,1855.7
MP,1800,17.6,Reliance Jio,1760.7,1760.9,1855.7,1855.9
MP,1800,17.6,Reliance Jio,1760.9,1761.1,1855.9,1856.1
MP,1800,17.6,Reliance Jio,1761.1,1761.3,1856.1,1856.3
MP,1800,17.6,Reliance Jio,1761.3,1761.5,1856.3,1856.5
MP,1800,17.6,Reliance Jio,1761.5,1761.7,1856.5,1856.7
MP,1800,17.6,Reliance Jio,1761.7,1761.9,1856.7,1856.9
MP,1800,17.6,Reliance Jio,1761.9,1762.1,1856.9,1857.1
MP,1800,17.6,Reliance Jio,1762.1,1762.3,1857.1,1857.3
MP,1800,17.6,Reliance Jio,1762.3,1762.5,1857.3,1857.5
MP,1800,17.6,Reliance Jio,1762.5,1762.7,1857.5,1857.7
MP,1800,17.6,Reliance Jio,1762.7,1762.9,1857.7,1857.9
MP,1800,17.6,Reliance Jio,1762.9,1763.1,1857.9,1858.1
MP,1800,17.6,Reliance Jio,1763.1,1763.3,1858.1,1858.3
MP,1800,17.6,Reliance Jio,1763.3,1763.5,1858.3,1858.5
MP,1800,17.6,Reliance Jio,1763.5,1763.7,1858.5,1858.7
Maharashtra,1800,38,Bharti Airtel,1757.5,1757.7,1852.5,1852.7
Maharashtra,1800,38,Bharti Airtel,1757.7,1757.9,1852.7,1852.9
Maharashtra,1800,38,Bharti Airtel,1757.9,1758.1,1852.9,1853.1
Maharashtra,1800,38,Bharti Airtel,1758.1,1758.3,1853.1,1853.3
Maharashtra,1800,38,Bharti Airtel,1758.3,1758.5,1853.3,1853.5
Maharashtra,1800,38,Bharti Airtel,1758.5,1758.7,1853.5,1853.7
Maharashtra,1800,38,Bharti Airtel,1758.7,1758.9,1853.7,1853.9
Maharashtra,1800,38,Bharti Airtel,1758.9,1759.1,1853.9,1854.1
Maharashtra,1800,38,Bharti Airtel,1759.1,1759.3,1854.1,1854.3
Maharashtra,1800,38,Bharti Airtel,1759.3,1759.5,1854.3,1854.5
Maharashtra,1800,38,Bharti Airtel,1759.5,1759.7,1854.5,1854.7
Maharashtra,1800,38,Bharti Airtel,1759.7,1759.9,1854.7,1854.9
Maharashtra,1800,38,Bharti Airtel,1759.9,1760.1,1854.9,1855.1
Maharashtra,1800,38,Bharti Airtel,1760.1,1760.3,1855.1,1855.3
Maharashtra,1800,38,Bharti Airtel,1760.3,1760.5,1855.3,1855.5
Maharashtra,1800,38,Bharti Airtel,1760.5,1760.7,1855.5,1855.7
Maharashtra,1800,38,Bharti Airtel,1760.7,1760.9,1855.7,1855.9
Maharashtra,1800,38,Bharti Airtel,1760.9,1761.1,1855.9,1856.1
Maharashtra,1800,38,Bharti Airtel,1761.1,1761.3,1856.1,1856.3
Maharashtra,1800,38,Bharti Airtel,1761.3,1761.5,1856.3,1856.5
Maharashtra,1800,38,Bharti Airtel,1761.5,1761.7,1856.5,1856.7
Maharashtra,1800,38,Bharti Airtel,1761.7,1761.9,1856.7,1856.9
Maharashtra,1800,38,Bharti Airtel,1761.9,1762.1,1856.9,1857.1
Maharashtra,1800,38,Bharti Airtel,1762.1,1762.3,1857.1,1857.3
Maharashtra,1800,38,Bharti Airtel,1762.3,1762.5,1857.3,1857.5
Maharashtra,1800,38,Reliance Jio,1747.5,1747.7,1842.5,1842.7
Maharashtra,1800,38,Reliance Jio,1747.7,1747.9,1842.7,1842.9
Maharashtra,1800,38,Reliance Jio,1747.9,1748.1,1842.9,1843.1
Maharashtra,1800,38,Reliance Jio,1748.1,1748.3,1843.1,1843.3
Maharashtra,1800,38,Reliance Jio,1748.3,1748.5,1843.3,1843.5
Maharashtra,1800,38,Reliance Jio,1748.5,1748.7,1843.5,1843.7
Maharashtra,1800,38,Reliance Jio,1748.7,1748.9,1843.7,1843.9
Maharashtra,1800,38,Reliance Jio,1748.9,1749.1,1843.9,1844.1
Maharashtra,1800,38,Reliance Jio,1749.1,1749.3,1844.1,1844.3
Maharashtra,1800,38,Reliance Jio,1749.3,1749.5,1844.3,1844.5
Maharashtra,1800,38,Reliance Jio,1749.5,1749.7,1844.5,1844.7
Maharashtra,1800,38,Reliance Jio,1749.7,1749.9,1844.7,1844.9
Maharashtra,1800,38,Reliance Jio,1749.9,1750.1,1844.9,1845.1
Maharashtra,1800,38,Reliance Jio,1750.1,1750.3,1845.1,1845.3
Maharashtra,1800,38,Reliance Jio,1750.3,1750.5,1845.3,1845.5
Maharashtra,1800,38,Reliance Jio,1750.5,1750.7,1845.5,1845.7
Maharashtra,1800,38,Reliance Jio,1750.7,1750.9,1845.7,1845.9
Maharashtra,1800,38,Reliance Jio,1750.9,1751.1,1845.9,1846.1
Maharashtra,1800,38,Reliance Jio,1751.1,1751.3,1846.1,1846.3
Maharashtra,1800,38,Reliance Jio,1751.3,1751.5,1846.3,1846.5
Maharashtra,1800,38,Reliance Jio,1751.5,1751.7,1846.5,1846.7
Maharashtra,1800,38,Reliance Jio,1751.7,1751.9,1846.7,1846.9
Maharashtra,1800,38,Reliance Jio,1751.9,1752.1,1846.9,1847.1
Maharashtra,1800,38,Reliance Jio,1752.1,1752.3,1847.1,1847.3
Maharashtra,1800,38,Reliance Jio,1752.3,1752.5,1847.3,1847.5
Maharashtra,1800,38,Reliance Jio,1752.5,1752.7,1847.5,1847.7
Maharashtra,1800,38,Reliance Jio,1752.7,1752.9,1847.7,1847.9
Maharashtra,1800,38,Reliance Jio,1752.9,1753.1,1847.9,1848.1
Maharashtra,1800,38,Reliance Jio,1753.1,1753.3,1848.1,1848.3
Maharashtra,1800,38,Reliance Jio,1753.3,1753.5,1848.3,1848.5
Maharashtra,1800,38,Reliance Jio,1753.5,1753.7,1848.5,1848.7
Maharashtra,1800,38,Reliance Jio,1753.7,1753.9,1848.7,1848.9
Maharashtra,1800,38,Reliance Jio,1753.9,1754.1,1848.9,1849.1
Maharashtra,1800,38,Reliance Jio,1754.1,1754.3,1849.1,1849.3
Maharashtra,1800,38,Reliance Jio,1754.3,1754.5,1849.3,1849.5
Maharashtra,1800,38,Reliance Jio,1754.5,1754.7,1849.5,1849.7
Maharashtra,1800,38,Reliance Jio,1754.7,1754.9,1849.7,1849.9
Maharashtra,1800,38,Reliance Jio,1754.9,1755.1,1849.9,1850.1
Maharashtra,1800,38,Reliance Jio,1755.1,1755.3,1850.1,1850.3
Maharashtra,1800,38,Reliance Jio,1755.3,1755.5,1850.3,1850.5
Maharashtra,1800,38,Reliance Jio,1755.5,1755.7,1850.5,1850.7
Maharashtra,1800,38,Reliance Jio,1755.7,1755.9,1850.7,1850.9
Maharashtra,1800,38,Reliance Jio,1755.9,1756.1,1850.9,1851.1
Maharashtra,1800,38,Reliance Jio,1756.1,1756.3,1851.1,1851.3
Maharashtra,1800,38,Reliance Jio,1756.3,1756.5,1851.3,1851.5
Maharashtra,1800,38,Reliance Jio,1756.5,1756.7,1851.5,1851.7
Maharashtra,1800,38,Reliance Jio,1756.7,1756.9,1851.7,1851.9
Maharashtra,1800,38,Reliance Jio,1756.9,1757.1,1851.9,1852.1
Maharashtra,1800,38,Reliance Jio,1757.1,1757.3,1852.1,1852.3
Maharashtra,1800,38,Reliance Jio,1757.3,1757.5,1852.3,1852.5
Mumbai,1800,47.2,Bharti Airtel,1764.9,1765.1,1859.9,1860.1
Mumbai,1800,47.2,Bharti Airtel,1765.1,1765.3,1860.1,1860.3
Mumbai,1800,47.2,Bharti Airtel,1765.3,1765.5,1860.3,1860.5
Mumbai,1800,47.2,Bharti Airtel,1765.5,1765.7,1860.5,1860.7
Mumbai,1800,47.2,Bharti Airtel,1765.7,1765.9,1860.7,1860.9
Mumbai,1800,47.2,Bharti Airtel,1765.9,1766.1,1860.9,1861.1
Mumbai,1800,47.2,Bharti Airtel,1766.1,1766.3,1861.1,1861.3
Mumbai,1800,47.2,Bharti Airtel,1766.3,1766.5,1861.3,1861.5
Mumbai,1800,47.2,Bharti Airtel,1766.5,1766.7,1861.5,1861.7
Mumbai,1800,47.2,Bharti Airtel,1766.7,1766.9,1861.7,1861.9
Mumbai,1800,47.2,Bharti Airtel,1766.9,1767.1,1861.9,1862.1
Mumbai,1800,47.2,Bharti Airtel,1767.1,1767.3,1862.1,1862.3
