,Service_Area,Band,Company_Name,"Frequency, Quantum",Freq_slices
56,North East,800,Reliance JIO,"838.515-839.745,839.745-840.975,840.975-842.205,842.205-843.435,1.23,1.23,1.23,1.23",842.205-843.435
57,Odisha,800,RCOM,"828.405-829.635,1.23",828.405-829.635
58,Odisha,800,Reliance JIO,"833.925-835.155,839.745-840.975,840.975-842.205,842.205-843.435,1.23,1.23,1.23,1.23",833.925-835.155
59,Odisha,800,Reliance JIO,"833.925-835.155,839.745-840.975,840.975-842.205,842.205-843.435,1.23,1.23,1.23,1.23",839.745-840.975
60,Odisha,800,Reliance JIO,"833.925-835.155,839.745-840.975,840.975-842.205,842.205-843.435,1.23,1.23,1.23,1.23",840.975-842.205
61,Odisha,800,Reliance JIO,"833.925-835.155,839.745-840.975,840.975-842.205,842.205-843.435,1.23,1.23,1.23,1.23",842.205-843.435
62,Punjab,800,RCOM,"832.605-833.835,833.835-835.065,1.23,1.23",832.605-833.835
63,Punjab,800,RCOM,"832.605-833.835,833.835-835.065,1.23,1.23",833.835-835.065
64,Uttar Pradesh (E),800,Reliance JIO,"833.925-835.155,840.975-842.205,842.205-843.435,1.23,1.23,1.23",833.925-835.155
65,Uttar Pradesh (E),800,Reliance JIO,"833.925-835.155,840.975-842.205,842.205-843.435,1.23,1.23,1.23",840.975-842.205
66,Uttar Pradesh (E),800,Reliance JIO,"833.925-835.155,840.975-842.205,842.205-843.435,1.23,1.23,1.23",842.205-843.435
67,Uttar Pradesh (W),800,RCOM,"835.155-836.385,1.23",835.155-836.385
68,West Bengal,800,RCOM,"842.205-843.435,1.23",842.205-843.435
69,Andhra Pradesh,900,Bharti Airtel,"895.1-902.5,910.5-912.1,7.4,1.6",895.1-902.5
70,Andhra Pradesh,900,Bharti Airtel,"895.1-902.5,910.5-912.1,7.4,1.6",910.5-912.1
71,Andhra Pradesh,900,Idea,"890.1-895.1,5.0",890.1-895.1
72,Assam,900,Bharti Airtel,"896.3-902.5,6.2",896.3-902.5
73,Bihar,900,Bharti Airtel,"896.3-897.9,1.6",896.3-897.9
74,Gujarat,900,Idea,"890.1-895.1,5.0",890.1-895.1
75,Gujarat,900,Vodafone,"895.1-900.1,910.5-911.5,5.0,1.0",895.1-900.1
76,Gujarat,900,Vodafone,"895.1-900.1,910.5-911.5,5.0,1.0",910.5-911.5
77,Haryana,900,Idea,"890.1-895.1,901.3-902.3,5.0,1.0",890.1-895.1
78,Haryana,900,Idea,"890.1-895.1,901.3-902.3,5.0,1.0",901.3-902.3
79,Haryana,900,Vodafone,"895.1-901.3,6.2",895.1-901.3
80,Himachal Pradesh,900,Bharti Airtel,"895.1-902.5,7.4",895.1-902.5
81,Himachal Pradesh,900,RCOM,"890.1-895.1,5.0",890.1-895.1
82,Karnataka,900,Bharti Airtel,"895.1-902.5,910.5-911.9,7.4,1.4",895.1-902.5
83,Karnataka,900,Bharti Airtel,"895.1-902.5,910.5-911.9,7.4,1.4",910.5-911.9
84,Karnataka,900,Idea,"890.1-895.1,5.0",890.1-895.1
85,Kerala,900,Idea,"895.1-901.1,6.0",895.1-901.1
86,Kerala,900,Vodafone,"890.1-895.1,901.1-902.5,5.0,1.4",890.1-895.1
87,Kerala,900,Vodafone,"890.1-895.1,901.1-902.5,5.0,1.4",901.1-902.5
88,Madhya Pradesh,900,Idea,"895.1-902.5,7.4",895.1-902.5
89,Madhya Pradesh,900,RCOM,"890.1-895.1,5.0",890.1-895.1
90,Maharashtra,900,Idea,"895.1-902.5,910.5-912.1,7.4,1.6",895.1-902.5
91,Maharashtra,900,Idea,"895.1-902.5,910.5-912.1,7.4,1.6",910.5-912.1
92,Maharashtra,900,Vodafone,"890.1-895.1,5.0",890.1-895.1
93,North East,900,Bharti Airtel,"894.5-902.5,907.7-908.5,8.0,0.8",894.5-902.5
94,North East,900,Bharti Airtel,"894.5-902.5,907.7-908.5,8.0,0.8",907.7-908.5
95,Odisha,900,Bharti Airtel,"901.3-902.5,1.2",901.3-902.5
96,Odisha,900,Vodafone,"896.3-901.3,5.0",896.3-901.3
97,Punjab,900,Bharti Airtel,"895.1-902.5,906.5-907.3,909.5-909.7,910.5-912.1,7.4,0.8,0.2,1.6",895.1-902.5
98,Punjab,900,Bharti Airtel,"895.1-902.5,906.5-907.3,909.5-909.7,910.5-912.1,7.4,0.8,0.2,1.6",906.5-907.3
99,Punjab,900,Bharti Airtel,"895.1-902.5,906.5-907.3,909.5-909.7,910.5-912.1,7.4,0.8,0.2,1.6",909.5-909.7
100,Punjab,900,Bharti Airtel,"895.1-902.5,906.5-907.3,909.5-909.7,910.5-912.1,7.4,0.8,0.2,1.6",910.5-912.1
101,Punjab,900,Idea,"890.1-895.1,909.7-910.3,5.0,0.6",890.1-895.1
102,Punjab,900,Idea,"890.1-895.1,909.7-910.3,5.0,0.6",909.7-910.3
103,Rajasthan,900,Bharti Airtel,"890.1-895.1,901.5-902.5,5.0,1.0",890.1-895.1
104,Rajasthan,900,Bharti Airtel,"890.1-895.1,901.5-902.5,5.0,1.0",901.5-902.5
105,Rajasthan,900,Vodafone,"895.1-901.5,6.4",895.1-901.5
106,Uttar Pradesh (E),900,Vodafone,"896.3-901.9,5.6",896.3-901.9
107,Uttar Pradesh (W),900,Idea,"896.3-901.3,5.0",896.3-901.3
108,West Bengal,900,Bharti Airtel,"900.3-902.5,2.2",900.3-902.5
109,West Bengal,900,Vodafone,"898.1-900.3,2.2",898.1-900.3
110,Andhra Pradesh,1800,Bharti Airtel,"1745.3-1746.5,1.2",1745.3-1746.5
111,Andhra Pradesh,1800,TTSL,"1746.5-1749.1,2.6",1746.5-1749.1
112,Gujarat,1800,Vodafone,"1720.7-1721.1,1732.9-1735.5,1764.5-1764.9,0.4,2.6,0.4",1720.7-1721.1
113,Gujarat,1800,Vodafone,"1720.7-1721.1,1732.9-1735.5,1764.5-1764.9,0.4,2.6,0.4",1732.9-1735.5
114,Gujarat,1800,Vodafone,"1720.7-1721.1,1732.9-1735.5,1764.5-1764.9,0.4,2.6,0.4",1764.5-1764.9
115,Haryana,1800,Bharti Airtel,"1718.7-1719.1,1743.9-1745.1,1762.9-1764.7,0.4,1.2,1.8",1718.7-1719.1
116,Haryana,1800,Bharti Airtel,"1718.7-1719.1,1743.9-1745.1,1762.9-1764.7,0.4,1.2,1.8",1743.9-1745.1
117,Haryana,1800,Bharti Airtel,"1718.7-1719.1,1743.9-1745.1,1762.9-1764.7,0.4,1.2,1.8",1762.9-1764.7
118,Haryana,1800,RCOM,"1743.3-1743.9,0.6",1743.3-1743.9
119,Haryana,1800,Reliance JIO,"1718.3-1718.7,1733.1-1736.7,0.4,3.6",1718.3-1718.7
120,Haryana,1800,Reliance JIO,"1718.3-1718.7,1733.1-1736.7,0.4,3.6",1733.1-1736.7
121,Himachal Pradesh,1800,Idea,"1713.9-1714.1,1716.7-1720.9,1763.3-1763.7,0.2,4.2,0.4",1713.9-1714.1
122,Himachal Pradesh,1800,Idea,"1713.9-1714.1,1716.7-1720.9,1763.3-1763.7,0.2,4.2,0.4",1716.7-1720.9
123,Himachal Pradesh,1800,Idea,"1713.9-1714.1,1716.7-1720.9,1763.3-1763.7,0.2,4.2,0.4",1763.3-1763.7
124,Himachal Pradesh,1800,Reliance JIO,"1743.7-1746.7,1760.9-1763.3,3.0,2.4",1743.7-1746.7
125,Himachal Pradesh,1800,Reliance JIO,"1743.7-1746.7,1760.9-1763.3,3.0,2.4",1760.9-1763.3
126,Karnataka,1800,Idea,"1714.5-1714.7,1722.5-1723.3,0.2,0.8",1714.5-1714.7
127,Karnataka,1800,Idea,"1714.5-1714.7,1722.5-1723.3,0.2,0.8",1722.5-1723.3
128,Karnataka,1800,RCOM,"1714.7-1715.1,1743.5-1743.7,0.4,0.2",1714.7-1715.1
129,Karnataka,1800,RCOM,"1714.7-1715.1,1743.5-1743.7,0.4,0.2",1743.5-1743.7
130,Kerala,1800,Vodafone,"1746.3-1747.3,1.0",1746.3-1747.3
131,Kolkata,1800,Bharti Airtel,"1760.5-1762.5,2.0",1760.5-1762.5
132,Kolkata,1800,Reliance JIO,"1740.9-1745.9,5.0",1740.9-1745.9
133,North East,1800,Bharti Airtel,"1762.3-1763.9,1.6",1762.3-1763.9
134,North East,1800,Idea,"1763.9-1764.9,1.0",1763.9-1764.9
135,North East,1800,RCOM,"1724.7-1726.1,1728.1-1730.9,1751.1-1751.9,1.4,2.8,0.8",1724.7-1726.1
136,North East,1800,RCOM,"1724.7-1726.1,1728.1-1730.9,1751.1-1751.9,1.4,2.8,0.8",1728.1-1730.9
137,North East,1800,RCOM,"1724.7-1726.1,1728.1-1730.9,1751.1-1751.9,1.4,2.8,0.8",1751.1-1751.9
138,Odisha,1800,Bharti Airtel,"1746.7-1751.7,1753.7-1754.9,5.0,1.2",1746.7-1751.7
139,Odisha,1800,Bharti Airtel,"1746.7-1751.7,1753.7-1754.9,5.0,1.2",1753.7-1754.9
140,Odisha,1800,Idea,"1736.7-1741.7,5.0",1736.7-1741.7
141,Odisha,1800,RCOM,"1741.7-1746.7,5.0",1741.7-1746.7
142,Punjab,1800,Bharti Airtel,"1749.7-1750.7,1.0",1749.7-1750.7
143,Punjab,1800,RCOM,"1749.1-1749.7,0.6",1749.1-1749.7
144,Rajasthan,1800,Reliance JIO,"1732.7-1736.1,1743.9-1748.9,1752.1-1753.7,3.4,5.0,1.6",1732.7-1736.1
145,Rajasthan,1800,Reliance JIO,"1732.7-1736.1,1743.9-1748.9,1752.1-1753.7,3.4,5.0,1.6",1743.9-1748.9
146,Rajasthan,1800,Reliance JIO,"1732.7-1736.1,1743.9-1748.9,1752.1-1753.7,3.4,5.0,1.6",1752.1-1753.7
147,Tamil Nadu,1800,Aircel,"1725.5-1729.9,1743.5-1748.5,1756.9-1757.5,4.4,5.0,0.6",1725.5-1729.9
148,Tamil Nadu,1800,Aircel,"1725.5-1729.9,1743.5-1748.5,1756.9-1757.5,4.4,5.0,0.6",1743.5-1748.5
149,Tamil Nadu,1800,Aircel,"1725.5-1729.9,1743.5-1748.5,1756.9-1757.5,4.4,5.0,0.6",1756.9-1757.5
150,Tamil Nadu,1800,Idea,"1751.7-1756.7,1757.5-1758.9,5.0,1.4",1751.7-1756.7
151,Tamil Nadu,1800,Idea,"1751.7-1756.7,1757.5-1758.9,5.0,1.4",1757.5-1758.9
152,Tamil Nadu,1800,Reliance JIO,"1758.9-1759.5,0.6",1758.9-1759.5
153,Uttar Pradesh (E),1800,Reliance JIO,"1714.5-1717.5,3.0",1714.5-1717.5
154,Uttar Pradesh (E),1800,Vodafone,"1717.5-1718.3,1720.5-1720.9,0.8,0.4",1717.5-1718.3
155,Uttar Pradesh (E),1800,Vodafone,"1717.5-1718.3,1720.5-1720.9,0.8,0.4",1720.5-1720.9
156,Uttar Pradesh (W),1800,Idea,"1711.9-1713.7,1763.3-1763.7,1.8,0.4",1711.9-1713.7
157,Uttar Pradesh (W),1800,Idea,"1711.9-1713.7,1763.3-1763.7,1.8,0.4",1763.3-1763.7
158,Assam,2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
159,Gujarat,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
160,Haryana,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
161,Karnataka,2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
162,Kerala,2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
163,Kolkata,2100,Idea,"1954.0-1959.0,5.0",1954.0-1959.0
164,Madhya Pradesh,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
165,Maharashtra,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
166,North East,2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
167,Odisha,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
168,Rajasthan,2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
169,Tamil Nadu,2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
170,Uttar Pradesh (E),2100,Bharti Airtel,"1954.0-1959.0,5.0",1954.0-1959.0
171,Uttar Pradesh (W),2100,Vodafone,"1954.0-1959.0,5.0",1954.0-1959.0
