,Service_Area,Band,Company_Name,"Frequency, Quantum",Freq_slices
99,North East,2100,Bharti Airtel,"1944.0-1949.0,5.0",1944.0-1949.0
100,West Bengal,2100,Bharti Airtel,"1939.0-1944.0,5.0",1939.0-1944.0
101,Andhra Pradesh,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
102,Assam,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
103,Assam,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
104,Bihar,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
105,Bihar,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
106,Delhi,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
107,Gujarat,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
108,Gujarat,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
109,Haryana,2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
110,Haryana,2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
111,Himachal Pradesh,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
112,Himachal Pradesh,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
113,Jammu & Kashmir,2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
114,Jammu & Kashmir,2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
115,Karnataka,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
116,Kerala,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
117,Kerala,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
118,Kolkata,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
119,Madhya Pradesh,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
120,Madhya Pradesh,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
121,Maharashtra,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
122,Maharashtra,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
123,Mumbai,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
124,North East,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
125,North East,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
126,Odisha,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
127,Odisha,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
128,Punjab,2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
129,Punjab,2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
130,Rajasthan,2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
131,Rajasthan,2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
132,Tamil Nadu,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
133,Uttar Pradesh (East),2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
134,Uttar Pradesh (East),2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
135,Uttar Pradesh (West),2300,Bharti Airtel,"2360.0-2380.0,20.0",2360.0-2380.0
136,Uttar Pradesh (West),2300,Reliance Jio,"2320.0-2340.0,20.0",2320.0-2340.0
137,West Bengal,2300,Bharti Airtel,"2370.0-2380.0,10.0",2370.0-2380.0
138,West Bengal,2300,Reliance Jio,"2360.0-2370.0,10.0",2360.0-2370.0
